outline_side,dead_space_ratio,feasible,overflow,hpwl,attempts
560,0.14800307500823662,1,0.0,627053.5,1
523,0.0013141999487498168,0,0.040152963671128104,699449.0,1
541,0.07142438774389581,1,0.0,634269.0,1
532,0.03607277519493346,0,0.016917293233082706,662301.0,1
536,0.05171138851264789,0,0.009328358208955223,660840.5,1
538,0.05957462386059964,0,0.0037174721189591076,658739.0,1
539,0.06351722370684931,1,0.0,640492.5,1
538,0.05957462386059964,1,0.0,659619.5,3
537,0.055639345462532575,0,0.00186219739292365,662045.5,3
