iteration,current_area,best_area,current_aspect,best_aspect
63,1158234,1155462,5.426406926406926,5.413419913419913
64,1158234,1155462,5.426406926406926,5.413419913419913
65,1158234,1155462,5.426406926406926,5.413419913419913
66,1158234,1155462,5.426406926406926,5.413419913419913
67,1158234,1155462,5.426406926406926,5.413419913419913
68,1147608,1147608,5.376623376623376,5.376623376623376
69,1147608,1147608,5.376623376623376,5.376623376623376
70,1168860,1147608,5.476190476190476,5.376623376623376
71,1164240,1147608,5.454545454545454,5.376623376623376
72,1164240,1147608,5.454545454545454,5.376623376623376
73,1164240,1147608,5.454545454545454,5.376623376623376
74,1156848,1147608,5.41991341991342,5.376623376623376
75,1158696,1147608,5.428571428571429,5.376623376623376
76,1158696,1147608,5.428571428571429,5.376623376623376
77,1158696,1147608,5.428571428571429,5.376623376623376
78,1099648,1099648,4.694214876033058,4.694214876033058
79,1099648,1099648,4.694214876033058,4.694214876033058
80,1099648,1099648,4.694214876033058,4.694214876033058
81,1099648,1099648,4.694214876033058,4.694214876033058
82,1089484,1089484,4.650826446280992,4.650826446280992
83,1084160,1084160,4.628099173553719,4.628099173553719
84,1082224,1082224,4.619834710743802,4.619834710743802
85,1062864,1062864,4.537190082644628,4.537190082644628
86,1043988,1043988,4.456611570247934,4.456611570247934
87,1043988,1043988,4.456611570247934,4.456611570247934
88,1020261,1020261,4.560253699788584,4.560253699788584
89,1020261,1020261,4.560253699788584,4.560253699788584
90,1020261,1020261,4.560253699788584,4.560253699788584
91,1020261,1020261,4.560253699788584,4.560253699788584
92,1020261,1020261,4.560253699788584,4.560253699788584
93,1020261,1020261,4.560253699788584,4.560253699788584
94,1020261,1020261,4.560253699788584,4.560253699788584
95,1020261,1020261,4.560253699788584,4.560253699788584
96,1020261,1020261,4.560253699788584,4.560253699788584
97,1020261,1020261,4.560253699788584,4.560253699788584
98,1016950,1016950,4.545454545454546,4.545454545454546
99,1016950,1016950,4.545454545454546,4.545454545454546
100,1016950,1016950,4.545454545454546,4.545454545454546
101,1016950,1016950,4.545454545454546,4.545454545454546
102,1016950,1016950,4.545454545454546,4.545454545454546
103,986678,986678,4.41014799154334,4.41014799154334
104,996611,986678,4.454545454545454,4.41014799154334
105,996611,986678,4.454545454545454,4.41014799154334
106,996611,986678,4.454545454545454,4.41014799154334
107,964920,964920,4.312896405919662,4.312896405919662
108,964920,964920,4.312896405919662,4.312896405919662
109,959244,959244,4.2875264270613105,4.2875264270613105
110,965328,959244,4.260504201680672,4.2875264270613105
111,965328,959244,4.260504201680672,4.2875264270613105
112,965328,959244,4.260504201680672,4.2875264270613105
113,965328,959244,4.260504201680672,4.2875264270613105
114,955332,955332,4.216386554621849,4.216386554621849
115,955332,955332,4.216386554621849,4.216386554621849
116,955332,955332,4.216386554621849,4.216386554621849
117,955332,955332,4.216386554621849,4.216386554621849
118,955332,955332,4.216386554621849,4.216386554621849
119,948129,948129,4.620309050772627,4.620309050772627
120,948129,948129,4.620309050772627,4.620309050772627
121,941334,941334,4.58719646799117,4.58719646799117
122,941334,941334,4.58719646799117,4.58719646799117
123,898752,898752,4.379690949227373,4.379690949227373
124,907546,898752,4.403083700440528,4.379690949227373
125,911544,898752,4.383771929824562,4.379690949227373
126,914280,898752,4.396929824561403,4.379690949227373
127,914280,898752,4.396929824561403,4.379690949227373
128,914280,898752,4.396929824561403,4.379690949227373
129,914280,898752,4.396929824561403,4.379690949227373
130,914280,898752,4.396929824561403,4.379690949227373
131,886920,886920,4.265350877192983,4.265350877192983
132,884975,884975,4.274725274725275,4.274725274725275
133,884975,884975,4.274725274725275,4.274725274725275
134,875589,875589,3.94692144373673,3.94692144373673
135,877473,875589,3.9554140127388533,3.94692144373673
136,896173,875589,4.109207708779444,3.94692144373673
137,896173,875589,4.109207708779444,3.94692144373673
138,896173,875589,4.109207708779444,3.94692144373673
139,896173,875589,4.109207708779444,3.94692144373673
140,896173,875589,4.109207708779444,3.94692144373673
141,896173,875589,4.109207708779444,3.94692144373673
142,896173,875589,4.109207708779444,3.94692144373673
143,896173,875589,4.109207708779444,3.94692144373673
144,896173,875589,4.109207708779444,3.94692144373673
145,896173,875589,4.109207708779444,3.94692144373673
146,896173,875589,4.109207708779444,3.94692144373673
147,896173,875589,4.109207708779444,3.94692144373673
148,896173,875589,4.109207708779444,3.94692144373673
149,896173,875589,4.109207708779444,3.94692144373673
150,896173,875589,4.109207708779444,3.94692144373673
151,888234,875589,4.072805139186295,3.94692144373673
152,892904,875589,4.094218415417559,3.94692144373673
153,892904,875589,4.094218415417559,3.94692144373673
154,900913,875589,3.893970893970894,3.94692144373673
155,900913,875589,3.893970893970894,3.94692144373673
156,889262,875589,3.7494866529774127,3.94692144373673
157,889749,875589,3.751540041067762,3.94692144373673
158,889749,875589,3.751540041067762,3.94692144373673
159,889749,875589,3.751540041067762,3.94692144373673
160,889749,875589,3.751540041067762,3.94692144373673
161,889749,875589,3.751540041067762,3.94692144373673
162,889749,875589,3.751540041067762,3.94692144373673
163,889749,875589,3.751540041067762,3.94692144373673
164,910203,875589,3.837782340862423,3.94692144373673
165,910203,875589,3.837782340862423,3.94692144373673
166,910203,875589,3.837782340862423,3.94692144373673
167,910203,875589,3.837782340862423,3.94692144373673
168,885366,875589,3.7330595482546203,3.94692144373673
169,874458,874458,3.7796257796257797,3.7796257796257797
170,874458,874458,3.7796257796257797,3.7796257796257797
171,874458,874458,3.7796257796257797,3.7796257796257797
172,874458,874458,3.7796257796257797,3.7796257796257797
173,874458,874458,3.7796257796257797,3.7796257796257797
174,874458,874458,3.7796257796257797,3.7796257796257797
175,874458,874458,3.7796257796257797,3.7796257796257797
176,874458,874458,3.7796257796257797,3.7796257796257797
177,874458,874458,3.7796257796257797,3.7796257796257797
178,862914,862914,3.72972972972973,3.72972972972973
179,862914,862914,3.72972972972973,3.72972972972973
180,864357,862914,3.735966735966736,3.72972972972973
181,864357,862914,3.735966735966736,3.72972972972973
182,864357,862914,3.735966735966736,3.72972972972973
183,864357,862914,3.735966735966736,3.72972972972973
184,864357,862914,3.735966735966736,3.72972972972973
185,859077,859077,3.7756813417190775,3.7756813417190775
186,859077,859077,3.7756813417190775,3.7756813417190775
187,859077,859077,3.7756813417190775,3.7756813417190775
188,859077,859077,3.7756813417190775,3.7756813417190775
189,859077,859077,3.7756813417190775,3.7756813417190775
190,858600,858600,3.7735849056603774,3.7735849056603774
191,838566,838566,3.6855345911949686,3.6855345911949686
192,838566,838566,3.6855345911949686,3.6855345911949686
193,838566,838566,3.6855345911949686,3.6855345911949686
194,838566,838566,3.6855345911949686,3.6855345911949686
195,838566,838566,3.6855345911949686,3.6855345911949686
196,838566,838566,3.6855345911949686,3.6855345911949686
197,838566,838566,3.6855345911949686,3.6855345911949686
198,838566,838566,3.6855345911949686,3.6855345911949686
199,838566,838566,3.6855345911949686,3.6855345911949686
200,819228,819228,3.772532188841202,3.772532188841202
201,819228,819228,3.772532188841202,3.772532188841202
202,812704,812704,3.742489270386266,3.742489270386266
203,812704,812704,3.742489270386266,3.742489270386266
204,812704,812704,3.742489270386266,3.742489270386266
205,812704,812704,3.742489270386266,3.742489270386266
206,809168,809168,3.3564154786150713,3.3564154786150713
207,809168,809168,3.3564154786150713,3.3564154786150713
208,809659,809168,3.3584521384928716,3.3564154786150713
209,809659,809168,3.3584521384928716,3.3564154786150713
210,809659,809168,3.3584521384928716,3.3564154786150713
211,817024,809168,3.389002036659878,3.3564154786150713
212,813587,809168,3.374745417515275,3.3564154786150713
213,813587,809168,3.374745417515275,3.3564154786150713
214,806222,806222,3.344195519348269,3.344195519348269
215,806222,806222,3.344195519348269,3.344195519348269
216,806222,806222,3.344195519348269,3.344195519348269
217,806222,806222,3.344195519348269,3.344195519348269
218,815551,806222,3.3828920570264764,3.344195519348269
219,815551,806222,3.3828920570264764,3.344195519348269
220,815551,806222,3.3828920570264764,3.344195519348269
221,815551,806222,3.3828920570264764,3.344195519348269
222,815551,806222,3.3828920570264764,3.344195519348269
223,815551,806222,3.3828920570264764,3.344195519348269
224,815551,806222,3.3828920570264764,3.344195519348269
225,815551,806222,3.3828920570264764,3.344195519348269
226,815551,806222,3.3828920570264764,3.344195519348269
227,815551,806222,3.3828920570264764,3.344195519348269
228,815551,806222,3.3828920570264764,3.344195519348269
229,815551,806222,3.3828920570264764,3.344195519348269
230,815551,806222,3.3828920570264764,3.344195519348269
231,790128,790128,3.5466101694915255,3.5466101694915255
232,790128,790128,3.5466101694915255,3.5466101694915255
233,790128,790128,3.5466101694915255,3.5466101694915255
234,790128,790128,3.5466101694915255,3.5466101694915255
235,787296,787296,3.5338983050847457,3.5338983050847457
236,787296,787296,3.5338983050847457,3.5338983050847457
237,787296,787296,3.5338983050847457,3.5338983050847457
238,787296,787296,3.5338983050847457,3.5338983050847457
239,792300,787296,3.511578947368421,3.5338983050847457
240,792300,787296,3.511578947368421,3.5338983050847457
241,795625,787296,3.526315789473684,3.5338983050847457
242,798975,787296,3.511530398322851,3.5338983050847457
243,798975,787296,3.511530398322851,3.5338983050847457
244,798975,787296,3.511530398322851,3.5338983050847457
245,798975,787296,3.511530398322851,3.5338983050847457
246,798975,787296,3.511530398322851,3.5338983050847457
247,798975,787296,3.511530398322851,3.5338983050847457
248,798975,787296,3.511530398322851,3.5338983050847457
249,794205,787296,3.490566037735849,3.5338983050847457
250,790389,787296,3.4737945492662474,3.5338983050847457
251,790389,787296,3.4737945492662474,3.5338983050847457
252,773775,773775,3.4294736842105262,3.4294736842105262
253,781375,773775,3.463157894736842,3.4294736842105262
254,777575,773775,3.446315789473684,3.4294736842105262
255,777575,773775,3.446315789473684,3.4294736842105262
256,777575,773775,3.446315789473684,3.4294736842105262
257,777575,773775,3.446315789473684,3.4294736842105262
258,777575,773775,3.446315789473684,3.4294736842105262
259,777575,773775,3.446315789473684,3.4294736842105262
260,777575,773775,3.446315789473684,3.4294736842105262
261,777575,773775,3.446315789473684,3.4294736842105262
262,768550,768550,3.4063157894736844,3.4063157894736844
263,768550,768550,3.4063157894736844,3.4063157894736844
264,768550,768550,3.4063157894736844,3.4063157894736844
265,762850,762850,3.3810526315789473,3.3810526315789473
266,762850,762850,3.3810526315789473,3.3810526315789473
267,773775,762850,3.4294736842105262,3.3810526315789473
268,773775,762850,3.4294736842105262,3.3810526315789473
269,761900,761900,3.376842105263158,3.376842105263158
270,761900,761900,3.376842105263158,3.376842105263158
271,767600,761900,3.4021052631578947,3.376842105263158
272,785650,761900,3.482105263157895,3.376842105263158
273,785650,761900,3.482105263157895,3.376842105263158
274,785650,761900,3.482105263157895,3.376842105263158
275,785650,761900,3.482105263157895,3.376842105263158
276,785650,761900,3.482105263157895,3.376842105263158
277,736725,736725,3.265263157894737,3.265263157894737
278,736725,736725,3.265263157894737,3.265263157894737
279,740525,736725,3.2821052631578946,3.265263157894737
280,740525,736725,3.2821052631578946,3.265263157894737
281,740525,736725,3.2821052631578946,3.265263157894737
282,750025,736725,3.3242105263157895,3.265263157894737
283,758575,736725,3.3621052631578947,3.265263157894737
284,758575,736725,3.3621052631578947,3.265263157894737
285,758575,736725,3.3621052631578947,3.265263157894737
286,750500,736725,3.3263157894736843,3.265263157894737
287,750500,736725,3.3263157894736843,3.265263157894737
288,751450,736725,3.3305263157894736,3.265263157894737
289,760000,736725,3.3684210526315788,3.265263157894737
290,778912,736725,3.3526970954356847,3.265263157894737
291,778912,736725,3.3526970954356847,3.265263157894737
292,778912,736725,3.3526970954356847,3.265263157894737
293,778912,736725,3.3526970954356847,3.265263157894737
294,778912,736725,3.3526970954356847,3.265263157894737
295,778912,736725,3.3526970954356847,3.265263157894737
296,778912,736725,3.3526970954356847,3.265263157894737
297,767600,736725,3.4021052631578947,3.265263157894737
298,767600,736725,3.4021052631578947,3.265263157894737
299,767600,736725,3.4021052631578947,3.265263157894737
300,765787,736725,3.4228329809725158,3.265263157894737
301,760584,736725,3.3995771670190273,3.265263157894737
302,665511,665511,2.974630021141649,2.974630021141649
303,665511,665511,2.974630021141649,2.974630021141649
304,665511,665511,2.974630021141649,2.974630021141649
305,665511,665511,2.974630021141649,2.974630021141649
306,665511,665511,2.974630021141649,2.974630021141649
307,665511,665511,2.974630021141649,2.974630021141649
308,665511,665511,2.974630021141649,2.974630021141649
309,646591,646591,2.890063424947146,2.890063424947146
310,646591,646591,2.890063424947146,2.890063424947146
311,646591,646591,2.890063424947146,2.890063424947146
312,646591,646591,2.890063424947146,2.890063424947146
313,646591,646591,2.890063424947146,2.890063424947146
314,649902,646591,2.904862579281184,2.890063424947146
315,650848,646591,2.909090909090909,2.890063424947146
316,650848,646591,2.909090909090909,2.890063424947146
317,650848,646591,2.909090909090909,2.890063424947146
318,650848,646591,2.909090909090909,2.890063424947146
319,650848,646591,2.909090909090909,2.890063424947146
320,650848,646591,2.909090909090909,2.890063424947146
321,650848,646591,2.909090909090909,2.890063424947146
322,649472,646591,2.9152542372881354,2.890063424947146
323,649472,646591,2.9152542372881354,2.890063424947146
324,649472,646591,2.9152542372881354,2.890063424947146
325,662216,646591,2.972457627118644,2.890063424947146
326,662216,646591,2.972457627118644,2.890063424947146
327,662216,646591,2.972457627118644,2.890063424947146
328,674960,646591,3.0296610169491527,2.890063424947146
329,674960,646591,3.0296610169491527,2.890063424947146
330,674960,646591,3.0296610169491527,2.890063424947146
331,674960,646591,3.0296610169491527,2.890063424947146
332,674960,646591,3.0296610169491527,2.890063424947146
333,677320,646591,3.0402542372881354,2.890063424947146
334,673072,646591,3.0211864406779663,2.890063424947146
335,673072,646591,3.0211864406779663,2.890063424947146
336,673072,646591,3.0211864406779663,2.890063424947146
337,673072,646591,3.0211864406779663,2.890063424947146
338,673072,646591,3.0211864406779663,2.890063424947146
339,672128,646591,3.016949152542373,2.890063424947146
340,672128,646591,3.016949152542373,2.890063424947146
341,663632,646591,2.9788135593220337,2.890063424947146
342,663632,646591,2.9788135593220337,2.890063424947146
343,663632,646591,2.9788135593220337,2.890063424947146
344,663632,646591,2.9788135593220337,2.890063424947146
345,641920,641920,2.8813559322033897,2.8813559322033897
346,641920,641920,2.8813559322033897,2.8813559322033897
347,627760,627760,2.8177966101694913,2.8177966101694913
348,627760,627760,2.8177966101694913,2.8177966101694913
349,627760,627760,2.8177966101694913,2.8177966101694913
350,621152,621152,2.788135593220339,2.788135593220339
351,621152,621152,2.788135593220339,2.788135593220339
352,630120,621152,2.8283898305084745,2.788135593220339
353,624928,621152,2.805084745762712,2.788135593220339
354,624928,621152,2.805084745762712,2.788135593220339
355,624928,621152,2.805084745762712,2.788135593220339
356,615016,615016,2.760593220338983,2.760593220338983
357,615016,615016,2.760593220338983,2.760593220338983
358,615016,615016,2.760593220338983,2.760593220338983
359,611712,611712,2.7457627118644066,2.7457627118644066
360,611712,611712,2.7457627118644066,2.7457627118644066
361,593670,593670,2.7813852813852815,2.7813852813852815
362,593670,593670,2.7813852813852815,2.7813852813852815
363,593670,593670,2.7813852813852815,2.7813852813852815
364,593670,593670,2.7813852813852815,2.7813852813852815
365,593670,593670,2.7813852813852815,2.7813852813852815
366,593670,593670,2.7813852813852815,2.7813852813852815
367,593670,593670,2.7813852813852815,2.7813852813852815
368,593670,593670,2.7813852813852815,2.7813852813852815
369,593670,593670,2.7813852813852815,2.7813852813852815
370,593670,593670,2.7813852813852815,2.7813852813852815
371,600138,593670,2.811688311688312,2.7813852813852815
372,600138,593670,2.811688311688312,2.7813852813852815
373,621390,593670,2.911255411255411,2.7813852813852815
374,621390,593670,2.911255411255411,2.7813852813852815
375,621390,593670,2.911255411255411,2.7813852813852815
376,625086,593670,2.9285714285714284,2.7813852813852815
377,627396,593670,2.9393939393939394,2.7813852813852815
378,620928,593670,2.909090909090909,2.7813852813852815
379,620928,593670,2.909090909090909,2.7813852813852815
380,621852,593670,2.9134199134199132,2.7813852813852815
381,621852,593670,2.9134199134199132,2.7813852813852815
382,616308,593670,2.8874458874458875,2.7813852813852815
383,604854,593670,2.5503080082135523,2.7813852813852815
384,602419,593670,2.540041067761807,2.7813852813852815
385,602419,593670,2.540041067761807,2.7813852813852815
386,602419,593670,2.540041067761807,2.7813852813852815
387,602419,593670,2.540041067761807,2.7813852813852815
388,602419,593670,2.540041067761807,2.7813852813852815
389,591218,591218,2.4928131416837784,2.4928131416837784
390,591218,591218,2.4928131416837784,2.4928131416837784
391,589757,589757,2.486652977412731,2.486652977412731
392,589757,589757,2.486652977412731,2.486652977412731
393,589757,589757,2.486652977412731,2.486652977412731
394,589757,589757,2.486652977412731,2.486652977412731
395,589757,589757,2.486652977412731,2.486652977412731
396,589757,589757,2.486652977412731,2.486652977412731
397,589757,589757,2.486652977412731,2.486652977412731
398,589757,589757,2.486652977412731,2.486652977412731
399,589757,589757,2.486652977412731,2.486652977412731
400,589757,589757,2.486652977412731,2.486652977412731
401,589757,589757,2.486652977412731,2.486652977412731
402,582491,582491,2.5176715176715176,2.5176715176715176
403,582491,582491,2.5176715176715176,2.5176715176715176
404,601731,582491,2.600831600831601,2.5176715176715176
405,601731,582491,2.600831600831601,2.5176715176715176
406,601731,582491,2.600831600831601,2.5176715176715176
407,601731,582491,2.600831600831601,2.5176715176715176
408,601731,582491,2.600831600831601,2.5176715176715176
409,601731,582491,2.600831600831601,2.5176715176715176
410,601731,582491,2.600831600831601,2.5176715176715176
411,601731,582491,2.600831600831601,2.5176715176715176
412,601731,582491,2.600831600831601,2.5176715176715176
413,601731,582491,2.600831600831601,2.5176715176715176
414,601731,582491,2.600831600831601,2.5176715176715176
415,601731,582491,2.600831600831601,2.5176715176715176
416,601731,582491,2.600831600831601,2.5176715176715176
417,601731,582491,2.600831600831601,2.5176715176715176
418,601731,582491,2.600831600831601,2.5176715176715176
419,609427,582491,2.634095634095634,2.5176715176715176
420,609427,582491,2.634095634095634,2.5176715176715176
421,609427,582491,2.634095634095634,2.5176715176715176
422,607503,582491,2.625779625779626,2.5176715176715176
423,614718,582491,2.656964656964657,2.5176715176715176
424,614718,582491,2.656964656964657,2.5176715176715176
425,616642,582491,2.6652806652806653,2.5176715176715176
426,616161,582491,2.6632016632016633,2.5176715176715176
427,616161,582491,2.6632016632016633,2.5176715176715176
428,616161,582491,2.6632016632016633,2.5176715176715176
429,616161,582491,2.6632016632016633,2.5176715176715176
430,616161,582491,2.6632016632016633,2.5176715176715176
431,616161,582491,2.6632016632016633,2.5176715176715176
432,622414,582491,2.69022869022869,2.5176715176715176
433,622414,582491,2.69022869022869,2.5176715176715176
434,612717,582491,2.5623721881390593,2.5176715176715176
435,612717,582491,2.5623721881390593,2.5176715176715176
436,605479,582491,2.7526652452025586,2.5176715176715176
437,605479,582491,2.7526652452025586,2.5176715176715176
438,607824,582491,2.763326226012793,2.5176715176715176
439,607824,582491,2.763326226012793,2.5176715176715176
440,607824,582491,2.763326226012793,2.5176715176715176
441,607824,582491,2.763326226012793,2.5176715176715176
442,607824,582491,2.763326226012793,2.5176715176715176
443,607824,582491,2.763326226012793,2.5176715176715176
444,612045,582491,2.7825159914712154,2.5176715176715176
445,612045,582491,2.7825159914712154,2.5176715176715176
446,612045,582491,2.7825159914712154,2.5176715176715176
447,612045,582491,2.7825159914712154,2.5176715176715176
448,612045,582491,2.7825159914712154,2.5176715176715176
449,612045,582491,2.7825159914712154,2.5176715176715176
450,612045,582491,2.7825159914712154,2.5176715176715176
451,612045,582491,2.7825159914712154,2.5176715176715176
452,606825,582491,2.806451612903226,2.5176715176715176
453,606825,582491,2.806451612903226,2.5176715176715176
454,606825,582491,2.806451612903226,2.5176715176715176
455,606825,582491,2.806451612903226,2.5176715176715176
456,606825,582491,2.806451612903226,2.5176715176715176
457,606825,582491,2.806451612903226,2.5176715176715176
458,606825,582491,2.806451612903226,2.5176715176715176
459,606825,582491,2.806451612903226,2.5176715176715176
460,606825,582491,2.806451612903226,2.5176715176715176
461,606825,582491,2.806451612903226,2.5176715176715176
462,606825,582491,2.806451612903226,2.5176715176715176
463,601710,582491,2.782795698924731,2.5176715176715176
464,606825,582491,2.806451612903226,2.5176715176715176
465,606825,582491,2.806451612903226,2.5176715176715176
466,606825,582491,2.806451612903226,2.5176715176715176
467,606825,582491,2.806451612903226,2.5176715176715176
468,606825,582491,2.806451612903226,2.5176715176715176
469,606825,582491,2.806451612903226,2.5176715176715176
470,606825,582491,2.806451612903226,2.5176715176715176
471,607755,582491,2.810752688172043,2.5176715176715176
472,607755,582491,2.810752688172043,2.5176715176715176
473,611676,582491,2.7927350427350426,2.5176715176715176
474,611676,582491,2.7927350427350426,2.5176715176715176
475,600912,582491,2.7435897435897436,2.5176715176715176
476,600912,582491,2.7435897435897436,2.5176715176715176
477,600912,582491,2.7435897435897436,2.5176715176715176
478,601848,582491,2.747863247863248,2.5176715176715176
479,601848,582491,2.747863247863248,2.5176715176715176
480,602784,582491,2.752136752136752,2.5176715176715176
481,602784,582491,2.752136752136752,2.5176715176715176
482,616952,582491,2.6889352818371606,2.5176715176715176
483,621742,582491,2.709812108559499,2.5176715176715176
484,621742,582491,2.709812108559499,2.5176715176715176
485,621742,582491,2.709812108559499,2.5176715176715176
486,621742,582491,2.709812108559499,2.5176715176715176
487,616952,582491,2.6889352818371606,2.5176715176715176
488,616952,582491,2.6889352818371606,2.5176715176715176
489,616952,582491,2.6889352818371606,2.5176715176715176
490,616952,582491,2.6889352818371606,2.5176715176715176
491,606414,582491,2.643006263048017,2.5176715176715176
492,606414,582491,2.643006263048017,2.5176715176715176
493,606414,582491,2.643006263048017,2.5176715176715176
494,606414,582491,2.643006263048017,2.5176715176715176
495,606414,582491,2.643006263048017,2.5176715176715176
496,606414,582491,2.643006263048017,2.5176715176715176
497,622221,582491,2.711899791231733,2.5176715176715176
498,648201,582491,2.603206412825651,2.5176715176715176
499,648201,582491,2.603206412825651,2.5176715176715176
500,648201,582491,2.603206412825651,2.5176715176715176
501,648201,582491,2.603206412825651,2.5176715176715176
502,648201,582491,2.603206412825651,2.5176715176715176
503,648201,582491,2.603206412825651,2.5176715176715176
504,648201,582491,2.603206412825651,2.5176715176715176
505,648201,582491,2.603206412825651,2.5176715176715176
506,655187,582491,2.6312625250501003,2.5176715176715176
507,655187,582491,2.6312625250501003,2.5176715176715176
508,655187,582491,2.6312625250501003,2.5176715176715176
509,650197,582491,2.6112224448897794,2.5176715176715176
510,650197,582491,2.6112224448897794,2.5176715176715176
511,650197,582491,2.6112224448897794,2.5176715176715176
512,650197,582491,2.6112224448897794,2.5176715176715176
513,650197,582491,2.6112224448897794,2.5176715176715176
514,646704,582491,2.597194388777555,2.5176715176715176
515,637722,582491,2.561122244488978,2.5176715176715176
516,637722,582491,2.561122244488978,2.5176715176715176
517,637722,582491,2.561122244488978,2.5176715176715176
518,637722,582491,2.561122244488978,2.5176715176715176
519,637722,582491,2.561122244488978,2.5176715176715176
520,637722,582491,2.561122244488978,2.5176715176715176
521,636225,582491,2.555110220440882,2.5176715176715176
522,636225,582491,2.555110220440882,2.5176715176715176
523,636225,582491,2.555110220440882,2.5176715176715176
524,639840,582491,2.4031007751937983,2.5176715176715176
525,639840,582491,2.4031007751937983,2.5176715176715176
526,625392,582491,2.3488372093023258,2.5176715176715176
527,625392,582491,2.3488372093023258,2.5176715176715176
528,625392,582491,2.3488372093023258,2.5176715176715176
529,625392,582491,2.3488372093023258,2.5176715176715176
530,596304,582491,2.4634146341463414,2.5176715176715176
531,596304,582491,2.4634146341463414,2.5176715176715176
532,599256,582491,2.475609756097561,2.5176715176715176
533,599256,582491,2.475609756097561,2.5176715176715176
534,599256,582491,2.475609756097561,2.5176715176715176
535,596304,582491,2.4634146341463414,2.5176715176715176
536,596304,582491,2.4634146341463414,2.5176715176715176
537,591384,582491,2.4430894308943087,2.5176715176715176
538,591384,582491,2.4430894308943087,2.5176715176715176
539,591384,582491,2.4430894308943087,2.5176715176715176
540,591384,582491,2.4430894308943087,2.5176715176715176
541,591384,582491,2.4430894308943087,2.5176715176715176
542,591384,582491,2.4430894308943087,2.5176715176715176
543,591384,582491,2.4430894308943087,2.5176715176715176
544,591384,582491,2.4430894308943087,2.5176715176715176
545,591384,582491,2.4430894308943087,2.5176715176715176
546,591384,582491,2.4430894308943087,2.5176715176715176
547,591384,582491,2.4430894308943087,2.5176715176715176
548,591384,582491,2.4430894308943087,2.5176715176715176
549,591384,582491,2.4430894308943087,2.5176715176715176
550,591384,582491,2.4430894308943087,2.5176715176715176
551,594828,582491,2.457317073170732,2.5176715176715176
552,597288,582491,2.467479674796748,2.5176715176715176
553,597288,582491,2.467479674796748,2.5176715176715176
