iteration,current_hpwl,best_hpwl,current_overflow,best_overflow,current_feasible,best_feasible
1,444008.0,444008.0,0.0,0.0,1,1
2,449072.0,444008.0,0.0,0.0,1,1
3,449072.0,444008.0,0.0,0.0,1,1
4,451931.0,444008.0,0.0,0.0,1,1
5,451931.0,444008.0,0.0,0.0,1,1
6,452233.5,444008.0,0.0,0.0,1,1
7,452782.5,444008.0,0.0,0.0,1,1
8,452698.5,444008.0,0.0,0.0,1,1
9,452955.5,444008.0,0.0,0.0,1,1
10,452955.5,444008.0,0.0,0.0,1,1
11,453086.0,444008.0,0.0,0.0,1,1
12,453086.0,444008.0,0.0,0.0,1,1
13,455010.0,444008.0,0.0,0.0,1,1
14,455282.5,444008.0,0.0,0.0,1,1
15,459275.0,444008.0,0.0,0.0,1,1
16,459429.0,444008.0,0.0,0.0,1,1
17,459261.5,444008.0,0.0,0.0,1,1
18,457189.0,444008.0,0.0,0.0,1,1
19,456963.5,444008.0,0.0,0.0,1,1
20,456963.5,444008.0,0.0,0.0,1,1
21,456963.5,444008.0,0.0,0.0,1,1
22,459400.0,444008.0,0.0,0.0,1,1
23,459400.0,444008.0,0.0,0.0,1,1
24,459400.0,444008.0,0.0,0.0,1,1
25,463163.5,444008.0,0.0,0.0,1,1
26,463163.5,444008.0,0.0,0.0,1,1
27,463163.5,444008.0,0.0,0.0,1,1
28,463163.5,444008.0,0.0,0.0,1,1
29,463163.5,444008.0,0.0,0.0,1,1
30,463645.5,444008.0,0.0,0.0,1,1
31,463645.5,444008.0,0.0,0.0,1,1
32,465035.0,444008.0,0.0,0.0,1,1
33,465251.0,444008.0,0.0,0.0,1,1
34,465251.0,444008.0,0.0,0.0,1,1
35,465251.0,444008.0,0.0,0.0,1,1
36,465251.0,444008.0,0.0,0.0,1,1
37,465609.5,444008.0,0.0,0.0,1,1
38,466879.5,444008.0,0.0,0.0,1,1
39,468639.5,444008.0,0.0,0.0,1,1
40,468570.5,444008.0,0.0,0.0,1,1
41,469439.0,444008.0,0.0,0.0,1,1
42,469841.0,444008.0,0.0,0.0,1,1
43,469841.0,444008.0,0.0,0.0,1,1
44,469841.0,444008.0,0.0,0.0,1,1
45,469841.0,444008.0,0.0,0.0,1,1
46,469841.0,444008.0,0.0,0.0,1,1
47,469592.0,444008.0,0.0,0.0,1,1
48,468729.0,444008.0,0.0,0.0,1,1
49,467843.5,444008.0,0.0,0.0,1,1
50,467843.5,444008.0,0.0,0.0,1,1
51,470180.5,444008.0,0.0,0.0,1,1
52,470180.5,444008.0,0.0,0.0,1,1
53,470180.5,444008.0,0.0,0.0,1,1
54,470180.5,444008.0,0.0,0.0,1,1
55,470180.5,444008.0,0.0,0.0,1,1
56,470180.5,444008.0,0.0,0.0,1,1
57,470178.0,444008.0,0.0,0.0,1,1
58,470524.0,444008.0,0.0,0.0,1,1
59,469912.0,444008.0,0.0,0.0,1,1
60,469912.0,444008.0,0.0,0.0,1,1
61,469912.0,444008.0,0.0,0.0,1,1
62,469912.0,444008.0,0.0,0.0,1,1
63,469912.0,444008.0,0.0,0.0,1,1
64,469912.0,444008.0,0.0,0.0,1,1
65,469912.0,444008.0,0.0,0.0,1,1
66,475790.0,444008.0,0.0,0.0,1,1
67,475756.5,444008.0,0.0,0.0,1,1
68,478197.5,444008.0,0.0,0.0,1,1
69,475756.5,444008.0,0.0,0.0,1,1
70,475756.5,444008.0,0.0,0.0,1,1
71,477162.0,444008.0,0.0,0.0,1,1
72,477162.0,444008.0,0.0,0.0,1,1
73,477324.0,444008.0,0.0,0.0,1,1
74,478358.0,444008.0,0.0,0.0,1,1
75,479762.0,444008.0,0.0,0.0,1,1
76,479267.0,444008.0,0.0,0.0,1,1
77,479267.0,444008.0,0.0,0.0,1,1
78,479267.0,444008.0,0.0,0.0,1,1
79,479040.0,444008.0,0.0,0.0,1,1
80,481293.5,444008.0,0.0,0.0,1,1
81,480279.0,444008.0,0.0,0.0,1,1
82,482119.5,444008.0,0.0,0.0,1,1
83,482119.5,444008.0,0.0,0.0,1,1
84,482119.5,444008.0,0.0,0.0,1,1
85,482045.5,444008.0,0.0,0.0,1,1
86,482327.5,444008.0,0.0,0.0,1,1
87,483279.5,444008.0,0.0,0.0,1,1
88,483279.5,444008.0,0.0,0.0,1,1
89,483009.5,444008.0,0.0,0.0,1,1
90,483009.5,444008.0,0.0,0.0,1,1
91,483009.5,444008.0,0.0,0.0,1,1
92,483009.5,444008.0,0.0,0.0,1,1
93,483009.5,444008.0,0.0,0.0,1,1
94,483009.5,444008.0,0.0,0.0,1,1
95,480979.5,444008.0,0.0,0.0,1,1
96,479751.5,444008.0,0.0,0.0,1,1
97,480394.5,444008.0,0.0,0.0,1,1
98,480394.5,444008.0,0.0,0.0,1,1
99,480438.5,444008.0,0.0,0.0,1,1
100,480438.5,444008.0,0.0,0.0,1,1
101,480302.5,444008.0,0.0,0.0,1,1
102,480973.0,444008.0,0.0,0.0,1,1
103,481689.5,444008.0,0.0,0.0,1,1
104,481689.5,444008.0,0.0,0.0,1,1
105,478926.5,444008.0,0.0,0.0,1,1
106,479556.0,444008.0,0.0,0.0,1,1
107,479556.0,444008.0,0.0,0.0,1,1
108,479556.0,444008.0,0.0,0.0,1,1
109,481267.0,444008.0,0.0,0.0,1,1
110,481514.0,444008.0,0.0,0.0,1,1
111,480306.0,444008.0,0.0,0.0,1,1
112,480306.0,444008.0,0.0,0.0,1,1
113,479830.5,444008.0,0.0,0.0,1,1
114,479669.5,444008.0,0.0,0.0,1,1
115,479669.5,444008.0,0.0,0.0,1,1
116,480454.0,444008.0,0.0,0.0,1,1
117,484536.5,444008.0,0.0,0.0,1,1
118,484413.0,444008.0,0.0,0.0,1,1
119,483943.0,444008.0,0.0,0.0,1,1
120,483943.0,444008.0,0.0,0.0,1,1
121,485743.5,444008.0,0.0,0.0,1,1
122,485866.0,444008.0,0.0,0.0,1,1
123,485866.0,444008.0,0.0,0.0,1,1
124,485866.0,444008.0,0.0,0.0,1,1
125,485866.0,444008.0,0.0,0.0,1,1
126,485866.0,444008.0,0.0,0.0,1,1
127,485866.0,444008.0,0.0,0.0,1,1
128,485866.0,444008.0,0.0,0.0,1,1
129,485357.5,444008.0,0.0,0.0,1,1
130,488789.5,444008.0,0.0,0.0,1,1
131,489179.5,444008.0,0.0,0.0,1,1
132,489179.5,444008.0,0.0,0.0,1,1
133,489179.5,444008.0,0.0,0.0,1,1
134,489554.0,444008.0,0.0,0.0,1,1
135,489554.0,444008.0,0.0,0.0,1,1
136,489554.0,444008.0,0.0,0.0,1,1
137,489379.0,444008.0,0.0,0.0,1,1
138,489036.0,444008.0,0.0,0.0,1,1
139,489036.0,444008.0,0.0,0.0,1,1
140,489036.0,444008.0,0.0,0.0,1,1
141,489036.0,444008.0,0.0,0.0,1,1
142,490533.0,444008.0,0.0,0.0,1,1
143,490345.0,444008.0,0.0,0.0,1,1
144,490345.0,444008.0,0.0,0.0,1,1
145,490291.0,444008.0,0.0,0.0,1,1
146,490293.0,444008.0,0.0,0.0,1,1
147,490293.0,444008.0,0.0,0.0,1,1
148,490293.0,444008.0,0.0,0.0,1,1
149,488842.5,444008.0,0.0,0.0,1,1
150,488629.5,444008.0,0.0,0.0,1,1
151,488629.5,444008.0,0.0,0.0,1,1
152,488629.5,444008.0,0.0,0.0,1,1
153,489054.5,444008.0,0.0,0.0,1,1
154,489054.5,444008.0,0.0,0.0,1,1
155,488760.5,444008.0,0.0,0.0,1,1
156,488760.5,444008.0,0.0,0.0,1,1
157,488750.5,444008.0,0.0,0.0,1,1
