iteration,current_hpwl,best_hpwl,current_overflow,best_overflow,current_feasible,best_feasible
67,476462.5,457909.5,0.0,0.0,1,1
68,476462.5,457909.5,0.0,0.0,1,1
69,476462.5,457909.5,0.0,0.0,1,1
70,476462.5,457909.5,0.0,0.0,1,1
71,477719.0,457909.5,0.0,0.0,1,1
72,477719.0,457909.5,0.0,0.0,1,1
73,477774.0,457909.5,0.0,0.0,1,1
74,477774.0,457909.5,0.0,0.0,1,1
75,477774.0,457909.5,0.0,0.0,1,1
76,477774.0,457909.5,0.0,0.0,1,1
77,478449.5,457909.5,0.0,0.0,1,1
78,478449.5,457909.5,0.0,0.0,1,1
79,478429.0,457909.5,0.0,0.0,1,1
80,478429.0,457909.5,0.0,0.0,1,1
81,478429.0,457909.5,0.0,0.0,1,1
82,478506.0,457909.5,0.0,0.0,1,1
83,478661.5,457909.5,0.0,0.0,1,1
84,478661.5,457909.5,0.0,0.0,1,1
85,478626.0,457909.5,0.0,0.0,1,1
86,479059.0,457909.5,0.0,0.0,1,1
87,479059.0,457909.5,0.0,0.0,1,1
88,479059.0,457909.5,0.0,0.0,1,1
89,479390.5,457909.5,0.0,0.0,1,1
90,479374.5,457909.5,0.0,0.0,1,1
91,479374.5,457909.5,0.0,0.0,1,1
92,481465.0,457909.5,0.0,0.0,1,1
93,481465.0,457909.5,0.0,0.0,1,1
94,481465.0,457909.5,0.0,0.0,1,1
95,481465.0,457909.5,0.0,0.0,1,1
96,481465.0,457909.5,0.0,0.0,1,1
97,481465.0,457909.5,0.0,0.0,1,1
98,481465.0,457909.5,0.0,0.0,1,1
99,481126.0,457909.5,0.0,0.0,1,1
100,481126.0,457909.5,0.0,0.0,1,1
101,480556.5,457909.5,0.0,0.0,1,1
102,485047.0,457909.5,0.0,0.0,1,1
103,485047.0,457909.5,0.0,0.0,1,1
104,485199.5,457909.5,0.0,0.0,1,1
105,484677.5,457909.5,0.0,0.0,1,1
106,484677.5,457909.5,0.0,0.0,1,1
107,484822.0,457909.5,0.0,0.0,1,1
108,484822.0,457909.5,0.0,0.0,1,1
109,486667.5,457909.5,0.0,0.0,1,1
110,486667.5,457909.5,0.0,0.0,1,1
111,486527.0,457909.5,0.0,0.0,1,1
112,486527.0,457909.5,0.0,0.0,1,1
113,486226.5,457909.5,0.0,0.0,1,1
114,486164.5,457909.5,0.0,0.0,1,1
115,486164.5,457909.5,0.0,0.0,1,1
116,485618.5,457909.5,0.0,0.0,1,1
117,486020.0,457909.5,0.0,0.0,1,1
118,486314.0,457909.5,0.0,0.0,1,1
119,486314.0,457909.5,0.0,0.0,1,1
120,486580.0,457909.5,0.0,0.0,1,1
121,486580.0,457909.5,0.0,0.0,1,1
122,486580.0,457909.5,0.0,0.0,1,1
123,486580.0,457909.5,0.0,0.0,1,1
124,486580.0,457909.5,0.0,0.0,1,1
125,486580.0,457909.5,0.0,0.0,1,1
126,486580.0,457909.5,0.0,0.0,1,1
127,486580.0,457909.5,0.0,0.0,1,1
128,486580.0,457909.5,0.0,0.0,1,1
129,488726.5,457909.5,0.0,0.0,1,1
130,485094.0,457909.5,0.0,0.0,1,1
131,485094.0,457909.5,0.0,0.0,1,1
132,485056.0,457909.5,0.0,0.0,1,1
133,485056.0,457909.5,0.0,0.0,1,1
134,485142.0,457909.5,0.0,0.0,1,1
135,485142.0,457909.5,0.0,0.0,1,1
136,485142.0,457909.5,0.0,0.0,1,1
137,485142.0,457909.5,0.0,0.0,1,1
138,486341.0,457909.5,0.0,0.0,1,1
139,486341.0,457909.5,0.0,0.0,1,1
140,486341.0,457909.5,0.0,0.0,1,1
141,485143.0,457909.5,0.0,0.0,1,1
142,485800.5,457909.5,0.0,0.0,1,1
143,485378.0,457909.5,0.0,0.0,1,1
144,485378.0,457909.5,0.0,0.0,1,1
145,485378.0,457909.5,0.0,0.0,1,1
146,485378.0,457909.5,0.0,0.0,1,1
147,485378.0,457909.5,0.0,0.0,1,1
148,485378.0,457909.5,0.0,0.0,1,1
149,485923.5,457909.5,0.0,0.0,1,1
150,485923.5,457909.5,0.0,0.0,1,1
151,485704.5,457909.5,0.0,0.0,1,1
152,485939.0,457909.5,0.0,0.0,1,1
153,485939.0,457909.5,0.0,0.0,1,1
154,485939.0,457909.5,0.0,0.0,1,1
155,484269.5,457909.5,0.0,0.0,1,1
156,484269.5,457909.5,0.0,0.0,1,1
157,484269.5,457909.5,0.0,0.0,1,1
158,484195.0,457909.5,0.0,0.0,1,1
159,483690.0,457909.5,0.0,0.0,1,1
160,486354.0,457909.5,0.0,0.0,1,1
161,486354.0,457909.5,0.0,0.0,1,1
162,486354.0,457909.5,0.0,0.0,1,1
163,486354.0,457909.5,0.0,0.0,1,1
164,486405.0,457909.5,0.0,0.0,1,1
165,486405.0,457909.5,0.0,0.0,1,1
166,486405.0,457909.5,0.0,0.0,1,1
167,486405.0,457909.5,0.0,0.0,1,1
168,486405.0,457909.5,0.0,0.0,1,1
169,486405.0,457909.5,0.0,0.0,1,1
170,486405.0,457909.5,0.0,0.0,1,1
171,486405.0,457909.5,0.0,0.0,1,1
172,486898.0,457909.5,0.0,0.0,1,1
173,486898.0,457909.5,0.0,0.0,1,1
174,486898.0,457909.5,0.0,0.0,1,1
175,486898.0,457909.5,0.0,0.0,1,1
176,489428.5,457909.5,0.0,0.0,1,1
177,489428.5,457909.5,0.0,0.0,1,1
178,489331.5,457909.5,0.0,0.0,1,1
179,489331.5,457909.5,0.0,0.0,1,1
180,489331.5,457909.5,0.0,0.0,1,1
181,489331.5,457909.5,0.0,0.0,1,1
182,489331.5,457909.5,0.0,0.0,1,1
183,489331.5,457909.5,0.0,0.0,1,1
184,489331.5,457909.5,0.0,0.0,1,1
185,489331.5,457909.5,0.0,0.0,1,1
186,489331.5,457909.5,0.0,0.0,1,1
187,489331.5,457909.5,0.0,0.0,1,1
188,489331.5,457909.5,0.0,0.0,1,1
189,489331.5,457909.5,0.0,0.0,1,1
190,489331.5,457909.5,0.0,0.0,1,1
191,489331.5,457909.5,0.0,0.0,1,1
192,489303.5,457909.5,0.0,0.0,1,1
193,491035.5,457909.5,0.0,0.0,1,1
194,491159.5,457909.5,0.0,0.0,1,1
195,491159.5,457909.5,0.0,0.0,1,1
196,491159.5,457909.5,0.0,0.0,1,1
197,491159.5,457909.5,0.0,0.0,1,1
198,491159.5,457909.5,0.0,0.0,1,1
199,491159.5,457909.5,0.0,0.0,1,1
200,491159.5,457909.5,0.0,0.0,1,1
201,491159.5,457909.5,0.0,0.0,1,1
202,491159.5,457909.5,0.0,0.0,1,1
203,489571.5,457909.5,0.0,0.0,1,1
204,489571.5,457909.5,0.0,0.0,1,1
205,489449.0,457909.5,0.0,0.0,1,1
206,489449.0,457909.5,0.0,0.0,1,1
207,489000.5,457909.5,0.0,0.0,1,1
208,489000.5,457909.5,0.0,0.0,1,1
209,489000.5,457909.5,0.0,0.0,1,1
210,489000.5,457909.5,0.0,0.0,1,1
211,489000.5,457909.5,0.0,0.0,1,1
212,489024.0,457909.5,0.0,0.0,1,1
213,489024.0,457909.5,0.0,0.0,1,1
214,489024.0,457909.5,0.0,0.0,1,1
215,489348.5,457909.5,0.0,0.0,1,1
216,489724.5,457909.5,0.0,0.0,1,1
217,489724.5,457909.5,0.0,0.0,1,1
218,489724.5,457909.5,0.0,0.0,1,1
219,489724.5,457909.5,0.0,0.0,1,1
220,489724.5,457909.5,0.0,0.0,1,1
221,489724.5,457909.5,0.0,0.0,1,1
222,489724.5,457909.5,0.0,0.0,1,1
223,489724.5,457909.5,0.0,0.0,1,1
224,489724.5,457909.5,0.0,0.0,1,1
225,489724.5,457909.5,0.0,0.0,1,1
226,489724.5,457909.5,0.0,0.0,1,1
227,489724.5,457909.5,0.0,0.0,1,1
228,489724.5,457909.5,0.0,0.0,1,1
229,489724.5,457909.5,0.0,0.0,1,1
230,489724.5,457909.5,0.0,0.0,1,1
231,489724.5,457909.5,0.0,0.0,1,1
232,489724.5,457909.5,0.0,0.0,1,1
233,489854.0,457909.5,0.0,0.0,1,1
234,489854.0,457909.5,0.0,0.0,1,1
235,489542.5,457909.5,0.0,0.0,1,1
236,489542.5,457909.5,0.0,0.0,1,1
237,489542.5,457909.5,0.0,0.0,1,1
238,489542.5,457909.5,0.0,0.0,1,1
239,489542.5,457909.5,0.0,0.0,1,1
240,489542.5,457909.5,0.0,0.0,1,1
241,489542.5,457909.5,0.0,0.0,1,1
242,489542.5,457909.5,0.0,0.0,1,1
243,489542.5,457909.5,0.0,0.0,1,1
244,489542.5,457909.5,0.0,0.0,1,1
245,489542.5,457909.5,0.0,0.0,1,1
246,489542.5,457909.5,0.0,0.0,1,1
247,489542.5,457909.5,0.0,0.0,1,1
248,489542.5,457909.5,0.0,0.0,1,1
249,487236.0,457909.5,0.0,0.0,1,1
250,488472.0,457909.5,0.0,0.0,1,1
251,488472.0,457909.5,0.0,0.0,1,1
252,489130.0,457909.5,0.0,0.0,1,1
253,489130.0,457909.5,0.0,0.0,1,1
254,489130.0,457909.5,0.0,0.0,1,1
255,489130.0,457909.5,0.0,0.0,1,1
256,489130.0,457909.5,0.0,0.0,1,1
257,488209.0,457909.5,0.0,0.0,1,1
258,488209.0,457909.5,0.0,0.0,1,1
259,488209.0,457909.5,0.0,0.0,1,1
260,488209.0,457909.5,0.0,0.0,1,1
261,488203.0,457909.5,0.0,0.0,1,1
262,488203.0,457909.5,0.0,0.0,1,1
263,488203.0,457909.5,0.0,0.0,1,1
264,489664.0,457909.5,0.0,0.0,1,1
265,489664.0,457909.5,0.0,0.0,1,1
266,488203.0,457909.5,0.0,0.0,1,1
267,488203.0,457909.5,0.0,0.0,1,1
268,488203.0,457909.5,0.0,0.0,1,1
269,488203.0,457909.5,0.0,0.0,1,1
270,488203.0,457909.5,0.0,0.0,1,1
271,488210.5,457909.5,0.0,0.0,1,1
272,488210.5,457909.5,0.0,0.0,1,1
273,488210.5,457909.5,0.0,0.0,1,1
274,488210.5,457909.5,0.0,0.0,1,1
275,488210.5,457909.5,0.0,0.0,1,1
276,487769.0,457909.5,0.0,0.0,1,1
277,487769.0,457909.5,0.0,0.0,1,1
278,487729.5,457909.5,0.0,0.0,1,1
279,487729.5,457909.5,0.0,0.0,1,1
280,487664.0,457909.5,0.0,0.0,1,1
281,487664.0,457909.5,0.0,0.0,1,1
282,487664.0,457909.5,0.0,0.0,1,1
283,487664.0,457909.5,0.0,0.0,1,1
284,487664.0,457909.5,0.0,0.0,1,1
285,487664.0,457909.5,0.0,0.0,1,1
286,487664.0,457909.5,0.0,0.0,1,1
287,487664.0,457909.5,0.0,0.0,1,1
288,487887.5,457909.5,0.0,0.0,1,1
289,487887.5,457909.5,0.0,0.0,1,1
290,487887.5,457909.5,0.0,0.0,1,1
291,487887.5,457909.5,0.0,0.0,1,1
292,487887.5,457909.5,0.0,0.0,1,1
293,487214.5,457909.5,0.0,0.0,1,1
294,487214.5,457909.5,0.0,0.0,1,1
295,487214.5,457909.5,0.0,0.0,1,1
296,487214.5,457909.5,0.0,0.0,1,1
297,487214.5,457909.5,0.0,0.0,1,1
298,487504.5,457909.5,0.0,0.0,1,1
299,487504.5,457909.5,0.0,0.0,1,1
300,487504.5,457909.5,0.0,0.0,1,1
301,487504.5,457909.5,0.0,0.0,1,1
302,487504.5,457909.5,0.0,0.0,1,1
303,487389.5,457909.5,0.0,0.0,1,1
304,487389.5,457909.5,0.0,0.0,1,1
305,487389.5,457909.5,0.0,0.0,1,1
306,487389.5,457909.5,0.0,0.0,1,1
307,487389.5,457909.5,0.0,0.0,1,1
308,487389.5,457909.5,0.0,0.0,1,1
309,487389.5,457909.5,0.0,0.0,1,1
310,487389.5,457909.5,0.0,0.0,1,1
311,486789.5,457909.5,0.0,0.0,1,1
312,486817.0,457909.5,0.0,0.0,1,1
313,486817.0,457909.5,0.0,0.0,1,1
314,486817.0,457909.5,0.0,0.0,1,1
315,486817.0,457909.5,0.0,0.0,1,1
316,486690.5,457909.5,0.0,0.0,1,1
317,486670.0,457909.5,0.0,0.0,1,1
318,486670.0,457909.5,0.0,0.0,1,1
319,486670.0,457909.5,0.0,0.0,1,1
320,488851.5,457909.5,0.0,0.0,1,1
321,488851.5,457909.5,0.0,0.0,1,1
322,488851.5,457909.5,0.0,0.0,1,1
323,488851.5,457909.5,0.0,0.0,1,1
324,488851.5,457909.5,0.0,0.0,1,1
325,488851.5,457909.5,0.0,0.0,1,1
326,488851.5,457909.5,0.0,0.0,1,1
327,488851.5,457909.5,0.0,0.0,1,1
328,488851.5,457909.5,0.0,0.0,1,1
329,489812.5,457909.5,0.0,0.0,1,1
330,489657.5,457909.5,0.0,0.0,1,1
331,489613.0,457909.5,0.0,0.0,1,1
332,489613.0,457909.5,0.0,0.0,1,1
333,489613.0,457909.5,0.0,0.0,1,1
334,489613.0,457909.5,0.0,0.0,1,1
335,489613.0,457909.5,0.0,0.0,1,1
336,488821.0,457909.5,0.0,0.0,1,1
337,492981.5,457909.5,0.0,0.0,1,1
338,492981.5,457909.5,0.0,0.0,1,1
339,492391.5,457909.5,0.0,0.0,1,1
340,492391.5,457909.5,0.0,0.0,1,1
341,492391.5,457909.5,0.0,0.0,1,1
342,492391.5,457909.5,0.0,0.0,1,1
343,492391.5,457909.5,0.0,0.0,1,1
344,492391.5,457909.5,0.0,0.0,1,1
345,492391.5,457909.5,0.0,0.0,1,1
346,492391.5,457909.5,0.0,0.0,1,1
347,492391.5,457909.5,0.0,0.0,1,1
348,492391.5,457909.5,0.0,0.0,1,1
349,492391.5,457909.5,0.0,0.0,1,1
350,491970.5,457909.5,0.0,0.0,1,1
351,491970.5,457909.5,0.0,0.0,1,1
352,491970.5,457909.5,0.0,0.0,1,1
353,491970.5,457909.5,0.0,0.0,1,1
354,490615.0,457909.5,0.0,0.0,1,1
355,490570.5,457909.5,0.0,0.0,1,1
356,490570.5,457909.5,0.0,0.0,1,1
357,490570.5,457909.5,0.0,0.0,1,1
358,490570.5,457909.5,0.0,0.0,1,1
359,490570.5,457909.5,0.0,0.0,1,1
360,490570.5,457909.5,0.0,0.0,1,1
361,490570.5,457909.5,0.0,0.0,1,1
362,491331.0,457909.5,0.0,0.0,1,1
363,491331.0,457909.5,0.0,0.0,1,1
364,491331.0,457909.5,0.0,0.0,1,1
365,491478.0,457909.5,0.0,0.0,1,1
366,491478.0,457909.5,0.0,0.0,1,1
367,491478.0,457909.5,0.0,0.0,1,1
368,491478.0,457909.5,0.0,0.0,1,1
369,494991.5,457909.5,0.0,0.0,1,1
370,495843.5,457909.5,0.0,0.0,1,1
371,495843.5,457909.5,0.0,0.0,1,1
372,495843.5,457909.5,0.0,0.0,1,1
373,496018.0,457909.5,0.0,0.0,1,1
374,496018.0,457909.5,0.0,0.0,1,1
375,496018.0,457909.5,0.0,0.0,1,1
376,495034.5,457909.5,0.0,0.0,1,1
377,495116.0,457909.5,0.0,0.0,1,1
378,495116.0,457909.5,0.0,0.0,1,1
379,495116.0,457909.5,0.0,0.0,1,1
380,495287.0,457909.5,0.0,0.0,1,1
381,495287.0,457909.5,0.0,0.0,1,1
382,494114.0,457909.5,0.0,0.0,1,1
383,494114.0,457909.5,0.0,0.0,1,1
384,494114.0,457909.5,0.0,0.0,1,1
385,494114.0,457909.5,0.0,0.0,1,1
386,494114.0,457909.5,0.0,0.0,1,1
387,494114.0,457909.5,0.0,0.0,1,1
388,494107.0,457909.5,0.0,0.0,1,1
389,494107.0,457909.5,0.0,0.0,1,1
390,494107.0,457909.5,0.0,0.0,1,1
391,494107.0,457909.5,0.0,0.0,1,1
392,494107.0,457909.5,0.0,0.0,1,1
393,494107.0,457909.5,0.0,0.0,1,1
394,494107.0,457909.5,0.0,0.0,1,1
395,494107.0,457909.5,0.0,0.0,1,1
396,494107.0,457909.5,0.0,0.0,1,1
397,494107.0,457909.5,0.0,0.0,1,1
398,494107.0,457909.5,0.0,0.0,1,1
399,493301.0,457909.5,0.0,0.0,1,1
400,493095.0,457909.5,0.0,0.0,1,1
401,493559.5,457909.5,0.0,0.0,1,1
402,493559.5,457909.5,0.0,0.0,1,1
403,493565.0,457909.5,0.0,0.0,1,1
404,493565.0,457909.5,0.0,0.0,1,1
405,493565.0,457909.5,0.0,0.0,1,1
406,493565.0,457909.5,0.0,0.0,1,1
407,493565.0,457909.5,0.0,0.0,1,1
408,493565.0,457909.5,0.0,0.0,1,1
409,493565.0,457909.5,0.0,0.0,1,1
410,493565.0,457909.5,0.0,0.0,1,1
411,494666.5,457909.5,0.0,0.0,1,1
412,494666.5,457909.5,0.0,0.0,1,1
413,494666.5,457909.5,0.0,0.0,1,1
414,494666.5,457909.5,0.0,0.0,1,1
415,494586.5,457909.5,0.0,0.0,1,1
416,494838.5,457909.5,0.0,0.0,1,1
417,494838.5,457909.5,0.0,0.0,1,1
418,494838.5,457909.5,0.0,0.0,1,1
419,494838.5,457909.5,0.0,0.0,1,1
420,494838.5,457909.5,0.0,0.0,1,1
421,494838.5,457909.5,0.0,0.0,1,1
422,494148.5,457909.5,0.0,0.0,1,1
423,494176.0,457909.5,0.0,0.0,1,1
424,494176.0,457909.5,0.0,0.0,1,1
425,494176.0,457909.5,0.0,0.0,1,1
426,494176.0,457909.5,0.0,0.0,1,1
427,494176.0,457909.5,0.0,0.0,1,1
428,494176.0,457909.5,0.0,0.0,1,1
429,494245.0,457909.5,0.0,0.0,1,1
430,494245.0,457909.5,0.0,0.0,1,1
431,494245.0,457909.5,0.0,0.0,1,1
432,494245.0,457909.5,0.0,0.0,1,1
433,494245.0,457909.5,0.0,0.0,1,1
434,494826.5,457909.5,0.0,0.0,1,1
435,494826.5,457909.5,0.0,0.0,1,1
436,495664.5,457909.5,0.0,0.0,1,1
437,495664.5,457909.5,0.0,0.0,1,1
438,495664.5,457909.5,0.0,0.0,1,1
439,495664.5,457909.5,0.0,0.0,1,1
440,495664.5,457909.5,0.0,0.0,1,1
441,495664.5,457909.5,0.0,0.0,1,1
442,495922.5,457909.5,0.0,0.0,1,1
443,496022.0,457909.5,0.0,0.0,1,1
444,495626.0,457909.5,0.0,0.0,1,1
445,495626.0,457909.5,0.0,0.0,1,1
446,495626.0,457909.5,0.0,0.0,1,1
447,495626.0,457909.5,0.0,0.0,1,1
448,495626.0,457909.5,0.0,0.0,1,1
449,495626.0,457909.5,0.0,0.0,1,1
450,495626.0,457909.5,0.0,0.0,1,1
451,495626.0,457909.5,0.0,0.0,1,1
452,495709.0,457909.5,0.0,0.0,1,1
453,495709.0,457909.5,0.0,0.0,1,1
454,495709.0,457909.5,0.0,0.0,1,1
455,494937.0,457909.5,0.0,0.0,1,1
456,494937.0,457909.5,0.0,0.0,1,1
457,494937.0,457909.5,0.0,0.0,1,1
458,494937.0,457909.5,0.0,0.0,1,1
459,494937.0,457909.5,0.0,0.0,1,1
460,494937.0,457909.5,0.0,0.0,1,1
461,493846.0,457909.5,0.0,0.0,1,1
462,494557.0,457909.5,0.0,0.0,1,1
463,494557.0,457909.5,0.0,0.0,1,1
464,494557.0,457909.5,0.0,0.0,1,1
465,494557.0,457909.5,0.0,0.0,1,1
466,494435.0,457909.5,0.0,0.0,1,1
467,494435.0,457909.5,0.0,0.0,1,1
468,494435.0,457909.5,0.0,0.0,1,1
469,494435.0,457909.5,0.0,0.0,1,1
470,493214.0,457909.5,0.0,0.0,1,1
471,493214.0,457909.5,0.0,0.0,1,1
472,493214.0,457909.5,0.0,0.0,1,1
473,493214.0,457909.5,0.0,0.0,1,1
474,493214.0,457909.5,0.0,0.0,1,1
475,493214.0,457909.5,0.0,0.0,1,1
476,493214.0,457909.5,0.0,0.0,1,1
477,491542.5,457909.5,0.0,0.0,1,1
478,491174.0,457909.5,0.0,0.0,1,1
479,491174.0,457909.5,0.0,0.0,1,1
480,491174.0,457909.5,0.0,0.0,1,1
481,491174.0,457909.5,0.0,0.0,1,1
482,491174.0,457909.5,0.0,0.0,1,1
483,491174.0,457909.5,0.0,0.0,1,1
484,491174.0,457909.5,0.0,0.0,1,1
485,491174.0,457909.5,0.0,0.0,1,1
486,491174.0,457909.5,0.0,0.0,1,1
487,491174.0,457909.5,0.0,0.0,1,1
488,491174.0,457909.5,0.0,0.0,1,1
489,491174.0,457909.5,0.0,0.0,1,1
490,491174.0,457909.5,0.0,0.0,1,1
491,491174.0,457909.5,0.0,0.0,1,1
492,491174.0,457909.5,0.0,0.0,1,1
493,491174.0,457909.5,0.0,0.0,1,1
494,491174.0,457909.5,0.0,0.0,1,1
495,491174.0,457909.5,0.0,0.0,1,1
496,491260.0,457909.5,0.0,0.0,1,1
497,490565.0,457909.5,0.0,0.0,1,1
498,490565.0,457909.5,0.0,0.0,1,1
499,490565.0,457909.5,0.0,0.0,1,1
500,490565.0,457909.5,0.0,0.0,1,1
501,490892.0,457909.5,0.0,0.0,1,1
502,490892.0,457909.5,0.0,0.0,1,1
503,490162.0,457909.5,0.0,0.0,1,1
504,490162.0,457909.5,0.0,0.0,1,1
505,490162.0,457909.5,0.0,0.0,1,1
506,490162.0,457909.5,0.0,0.0,1,1
507,490162.0,457909.5,0.0,0.0,1,1
508,490162.0,457909.5,0.0,0.0,1,1
509,490162.0,457909.5,0.0,0.0,1,1
510,490189.0,457909.5,0.0,0.0,1,1
511,490189.0,457909.5,0.0,0.0,1,1
512,486361.5,457909.5,0.0,0.0,1,1
513,486361.5,457909.5,0.0,0.0,1,1
514,486361.5,457909.5,0.0,0.0,1,1
515,486361.5,457909.5,0.0,0.0,1,1
516,486755.0,457909.5,0.0,0.0,1,1
517,486755.0,457909.5,0.0,0.0,1,1
518,486755.0,457909.5,0.0,0.0,1,1
519,486755.0,457909.5,0.0,0.0,1,1
520,486755.0,457909.5,0.0,0.0,1,1
521,486741.0,457909.5,0.0,0.0,1,1
522,486741.0,457909.5,0.0,0.0,1,1
523,486741.0,457909.5,0.0,0.0,1,1
524,486654.0,457909.5,0.0,0.0,1,1
525,486654.0,457909.5,0.0,0.0,1,1
526,486940.5,457909.5,0.0,0.0,1,1
527,486940.5,457909.5,0.0,0.0,1,1
528,486940.5,457909.5,0.0,0.0,1,1
529,486940.5,457909.5,0.0,0.0,1,1
530,486940.5,457909.5,0.0,0.0,1,1
531,486940.5,457909.5,0.0,0.0,1,1
532,486940.5,457909.5,0.0,0.0,1,1
533,486015.0,457909.5,0.0,0.0,1,1
534,486015.0,457909.5,0.0,0.0,1,1
535,486015.0,457909.5,0.0,0.0,1,1
536,486015.0,457909.5,0.0,0.0,1,1
537,483388.0,457909.5,0.0,0.0,1,1
538,483388.0,457909.5,0.0,0.0,1,1
539,483116.5,457909.5,0.0,0.0,1,1
540,483116.5,457909.5,0.0,0.0,1,1
541,483184.0,457909.5,0.0,0.0,1,1
542,483184.0,457909.5,0.0,0.0,1,1
543,483184.0,457909.5,0.0,0.0,1,1
544,483184.0,457909.5,0.0,0.0,1,1
545,483184.0,457909.5,0.0,0.0,1,1
546,483184.0,457909.5,0.0,0.0,1,1
547,483184.0,457909.5,0.0,0.0,1,1
548,482940.5,457909.5,0.0,0.0,1,1
549,482940.5,457909.5,0.0,0.0,1,1
550,482940.5,457909.5,0.0,0.0,1,1
551,482940.5,457909.5,0.0,0.0,1,1
552,482940.5,457909.5,0.0,0.0,1,1
553,482940.5,457909.5,0.0,0.0,1,1
554,482940.5,457909.5,0.0,0.0,1,1
555,482940.5,457909.5,0.0,0.0,1,1
556,482940.5,457909.5,0.0,0.0,1,1
557,481426.0,457909.5,0.0,0.0,1,1
558,481426.0,457909.5,0.0,0.0,1,1
559,481426.0,457909.5,0.0,0.0,1,1
560,481235.0,457909.5,0.0,0.0,1,1
561,481235.0,457909.5,0.0,0.0,1,1
562,481235.0,457909.5,0.0,0.0,1,1
563,481235.0,457909.5,0.0,0.0,1,1
564,481348.0,457909.5,0.0,0.0,1,1
565,483188.0,457909.5,0.0,0.0,1,1
566,483885.5,457909.5,0.0,0.0,1,1
567,483885.5,457909.5,0.0,0.0,1,1
568,483885.5,457909.5,0.0,0.0,1,1
569,483885.5,457909.5,0.0,0.0,1,1
570,483885.5,457909.5,0.0,0.0,1,1
571,483885.5,457909.5,0.0,0.0,1,1
572,483885.5,457909.5,0.0,0.0,1,1
573,483885.5,457909.5,0.0,0.0,1,1
574,483711.5,457909.5,0.0,0.0,1,1
575,483711.5,457909.5,0.0,0.0,1,1
576,482517.0,457909.5,0.0,0.0,1,1
577,481492.0,457909.5,0.0,0.0,1,1
578,481492.0,457909.5,0.0,0.0,1,1
579,481406.0,457909.5,0.0,0.0,1,1
