outline_side,dead_space_ratio,feasible,overflow,hpwl,attempts
449,0.14744217284400318,1,0.0,444008.0,1
420,0.004006921045442091,0,0.07380952380952381,463580.5,1
434,0.07205627902741107,1,0.0,454597.0,1
427,0.03775270922502494,0,0.01873536299765808,458586.0,1
430,0.05238593934978608,0,0.0069767441860465115,459085.0,1
432,0.06219834259174939,0,0.0023148148148148147,452690.0,1
433,0.06712161916036785,1,0.0,457931.0,1
432,0.06219834259174939,0,0.0023148148148148147,452682.0,3
